jid,formula,formation_energy_per_atom,optb88vdw_bandgap,mbj_bandgap,ehull,spacegroup_number,natoms,volume,bulk_modulus_kv,shear_modulus_gv
JVASP-37013,KO3,-0.71539,0.804,1.889,0.0512,,,,,
JVASP-38019,Al2Cu,-0.23431,0.0,na,0.0,,,,,
JVASP-30425,FeS2,-0.17789,0.0,na,0.4574,,,,,
JVASP-46737,Li5Si2NiO8,-2.32338,0.512,na,0.0811,,,,,
JVASP-36858,Ca3TiNiO6,-2.82213,0.852,na,0.085,,,,,
JVASP-46868,LiSi2NiO6,-2.20148,0.184,na,0.1428,,,,,
JVASP-36899,KGeCl3,-1.32951,1.361,2.165,0.0274,,,,,
JVASP-39464,HoNiGe2,-0.67998,0.0,na,0.0,,,,,
JVASP-36873,BSb,0.37421,0.945,1.222,0.3742,,,,,
JVASP-46958,VOF,-2.69848,0.0,na,0.0229,,,,,
JVASP-37529,YbSmPd2,-0.92975,0.0,na,0.0037,,,,,
JVASP-45178,Li3FeSiBO7,-2.26991,0.0,na,0.1044,,,,,
JVASP-33846,ErCl3,-2.23799,3.294,5.128,0.0003,,,,,
JVASP-46795,Li2ScPCO7,-2.47615,4.344,na,0.0729,,,,,
JVASP-29609,Hg3AsSe4I,-0.08166,1.143,na,0.0,,,,,
JVASP-37174,Na3N,0.3119,0.0,1.321,0.3705,,,,,
JVASP-30126,MoO3,-2.10772,1.927,na,0.0,,,,,
JVASP-47262,VF5,-2.73625,3.106,3.079,0.0421,,,,,
JVASP-29979,NdPb6F15,-2.81348,4.58,na,0.0265,,,,,
JVASP-37048,Ti2MnAl,-0.18761,0.17,0.14,0.1488,,,,,
JVASP-46323,ScCrO4,-2.66357,0.0,na,0.0223,,,,,
JVASP-46948,Na4Ni3O7,-1.32655,0.0,na,0.016,,,,,
JVASP-5647,UBr5,-1.25509,0.314,na,0.0,,,,,
JVASP-40219,CoMoH2SeO7,-1.31074,0.193,na,0.0356,,,,,
JVASP-46445,Mn3CrO8,-1.75114,0.0,0.0,0.1304,,,,,
JVASP-46865,LiV2F5,-2.65961,0.997,na,0.1765,,,,,
JVASP-4301,P2O3,-1.60119,3.82,na,0.0836,,,,,
JVASP-45918,LiFeC2O6,-1.53361,0.0,0.0,0.0303,,,,,
JVASP-46080,Dy2Pb2O7,-2.29285,1.033,1.927,0.0,,,,,
JVASP-47066,V2CoO4,-1.93065,0.0,0.0,0.2651,,,,,
JVASP-45848,LiCo2CuO6,-1.09576,0.0,0.0,0.0964,,,,,
JVASP-33845,SmCl3,-2.22722,3.104,4.882,0.0,,,,,
JVASP-45991,SmTaO4,-3.40877,3.545,4.701,0.0614,,,,,
JVASP-46790,Li2TiCr2O6,-2.44482,0.823,na,0.0769,,,,,
JVASP-45174,Li5Fe2Cu3O10,-1.52392,0.0,na,0.0485,,,,,
JVASP-46734,LiMn2F6,-2.66618,0.0,0.0,0.0113,,,,,
JVASP-45746,Na2SmPCO7,-2.453,4.544,na,0.0581,,,,,
JVASP-46659,Li2CuNiP2O8,-1.93138,0.0,na,0.025,,,,,
JVASP-44367,Li2VBPO7,-2.40026,0.307,na,0.0,,,,,
JVASP-32186,CoH9C3N6,-0.1303,2.628,na,0.0574,,,,,
JVASP-36871,BaC,1.19815,0.0,0.0,1.261,,,,,
JVASP-37750,NbTe,-0.10663,0.0,na,0.2749,,,,,
JVASP-30727,BiO2,-0.95159,0.0,0.077,0.2079,,,,,
JVASP-31903,GaCl3,-1.07468,3.919,6.021,0.0,,,,,
JVASP-36981,TlGeF3,-2.12913,3.436,4.648,0.0,,,,,
JVASP-37139,NbN,-0.81843,0.0,na,0.414,,,,,
JVASP-29611,Cr3Te4,-0.09309,0.0,na,0.0654,,,,,
JVASP-47264,ZnCo2O4,-1.37526,0.745,na,0.0117,,,,,
JVASP-46446,AlCrO4,-2.42433,0.213,0.865,0.0526,,,,,
JVASP-46336,VCr2O4,-1.99121,0.0,na,0.1506,,,,,
JVASP-46949,NaMnO2,-1.83346,0.26,na,0.0396,,,,,
JVASP-35202,SiGe2N4,-0.28674,1.65,na,0.1709,,,,,
JVASP-41407,Dy2IrPd,-0.99513,0.0,na,0.0,,,,,
JVASP-46866,LiMn5O3F5,-1.97866,0.323,na,0.0,,,,,
JVASP-46664,Ca5MnO6,-2.93756,1.485,na,0.0485,,,,,
JVASP-41103,Ta2MoRu,-0.36161,0.0,na,0.0,,,,,
JVASP-33501,BH4NF4,-1.78746,8.061,na,0.0,,,,,
JVASP-46081,Ho2Bi2O7,-2.2853,0.0,na,0.1016,,,,,
JVASP-30728,SnO2,-1.59113,1.619,3.184,0.2047,,,,,
JVASP-37094,RuN,0.51819,0.0,na,0.5259,,,,,
JVASP-40220,TiMnH12O6F6,-1.65257,0.476,na,0.0,,,,,
JVASP-45175,LiCr2O4,-2.19062,0.0,na,0.0,,,,,
JVASP-46735,LiFeSiO4,-2.21453,1.133,na,0.0874,,,,,
JVASP-45919,FeOF,-1.6896,0.0,0.0,0.1513,,,,,
JVASP-47067,LiMnPO4,-2.17501,1.651,na,0.0436,,,,,
JVASP-37175,Na3N,0.13313,0.0,0.0,0.1917,,,,,
JVASP-45849,LiCoPO4,-1.90851,0.814,na,0.0811,,,,,
JVASP-37882,Dy2ZnHg,-0.36641,0.0,na,0.0201,,,,,
JVASP-37052,Ti2CoSi,-0.32428,0.0,0.0,0.3113,,,,,
JVASP-44368,CoPHO5,-1.48941,0.0,na,0.0097,,,,,
JVASP-32188,H4INO4,-0.37634,2.44,3.735,0.3152,,,,,
JVASP-37463,YNbRu2,-0.31633,0.0,na,0.0,,,,,
JVASP-45750,TbNa2PCO7,-2.47186,4.629,na,0.0565,,,,,
JVASP-29612,CdI2,-0.58085,2.158,na,0.0006,,,,,
JVASP-179,GeI2,-0.3602,2.062,2.533,0.0221,,,,,
JVASP-36872,BOs,-0.2083,0.0,na,0.0,,,,,
JVASP-46794,LiMnO2,-1.99998,0.0,na,0.0391,,,,,
JVASP-38767,HoPaOs2,-0.35433,0.0,na,0.0,,,,,
JVASP-41107,NpCdPt2,-0.41733,0.0,na,0.1071,,,,,
JVASP-46343,Li2TiVO4,-2.6584,0.0,na,0.032,,,,,
JVASP-29664,NbSe2,-0.85372,0.0,na,0.0137,,,,,
JVASP-46956,Li3V3CrO8,-2.33996,0.0,na,0.115,,,,,
JVASP-33878,H2C,-0.14062,6.554,8.914,0.0358,,,,,
JVASP-45920,MnOF,-2.0867,0.0,na,0.0,,,,,
JVASP-46736,LiCo2P2O8,-1.81119,0.014,0.0,0.0623,,,,,
JVASP-47069,LiMnFeO4,-1.85215,0.0,na,0.0262,,,,,
JVASP-46867,Li3Ni4O4F3,-1.67926,0.0,na,0.1237,,,,,
JVASP-32189,ReH4NO4,-1.11504,4.01,na,0.0,,,,,
JVASP-40221,BeSiOs2,-0.22932,0.0,na,0.0,,,,,
JVASP-37140,NbN,-1.06821,0.0,na,0.1642,,,,,
JVASP-37464,Sr3SiO5,-3.19579,4.218,5.744,0.0114,,,,,
JVASP-46447,Na2VBPO7,-2.33337,0.131,na,0.0,,,,,
JVASP-46665,Li4MnF7,-2.89136,1.172,na,0.0902,,,,,
JVASP-46355,NbVO5,-2.58961,1.762,2.198,0.0095,,,,,
JVASP-44371,Li2MnBPO7,-2.2483,1.353,na,0.096,,,,,
JVASP-45756,Na3ZnPCO7,-2.05012,4.127,na,0.0,,,,,
JVASP-41408,Dy2RuRh,-0.67972,0.0,na,0.0,,,,,
JVASP-37751,K3Cd,-0.02744,0.0,na,0.0181,,,,,
JVASP-290,SnS2,-0.43898,1.101,1.964,0.0009,,,,,
JVASP-46356,Ho2V2O7,-3.15209,0.297,na,0.0698,,,,,
JVASP-45921,VOF,-2.71198,0.0,na,0.0094,,,,,
JVASP-32062,ZnB8H8N4,0.93837,0.0,0.0,1.5119,,,,,
JVASP-37883,CaBO3,-1.85253,0.0,0.0,0.9037,,,,,
JVASP-41109,Yb2SnHg,-0.73831,0.031,na,0.0,,,,,
JVASP-46667,Li2VCrP4O14,-2.34603,0.168,na,0.0,,,,,
JVASP-44373,Li2AlFeO4,-2.33894,1.402,na,0.0466,,,,,
JVASP-37176,MoPt,-0.33309,0.0,na,0.0,,,,,
JVASP-46084,Dy2SeO2,-3.28058,2.222,3.514,0.0436,,,,,
JVASP-37885,CaBeO3,-2.09857,0.0,na,0.434,,,,,
JVASP-40222,LiDyTl2,-0.33857,0.0,na,0.0,,,,,
JVASP-46959,Li4Co3O2F6,-2.16391,0.0,0.0,0.1579,,,,,
JVASP-38773,Pm2SnHg,-0.5668,0.0,na,0.0,,,,,
JVASP-37278,SmFeP,-0.96254,0.09,0.141,0.1512,,,,,
JVASP-37095,AgN,1.47196,0.0,0.0,1.4797,,,,,
JVASP-37053,Ti2CoGe,-0.26023,0.0,na,0.313,,,,,
JVASP-37752,PmYAl2,-0.43184,0.0,na,0.0,,,,,
JVASP-45923,V4P2O13,-2.42119,0.0,na,0.0014,,,,,
JVASP-41110,PaAgTe2,-0.39897,0.0,na,0.0,,,,,
JVASP-45761,Na2LuPCO7,-2.49481,4.736,7.535,0.0485,,,,,
JVASP-30493,ScBrO,-2.90353,3.393,4.169,0.0463,,,,,
JVASP-41409,LuMgCd2,-0.2879,0.0,na,0.0,,,,,
JVASP-46796,Li3CrPCO7,-2.07833,1.259,na,0.0,,,,,
JVASP-37141,NbPt,-0.62757,0.0,na,0.0,,,,,
JVASP-46965,V4O3F9,-2.8678,0.0,na,0.0357,,,,,
JVASP-36982,TlGeF3,-2.10456,3.305,5.157,0.0246,,,,,
JVASP-46738,Li4MnNi3P4O16,-2.02588,0.254,na,0.0297,,,,,
JVASP-29225,CuP2H4O4,-0.95268,0.738,na,0.1773,,,,,
JVASP-46669,Li2VC2O6,-1.81996,1.201,na,0.1644,,,,,
JVASP-45992,YHO2,-2.71476,4.361,5.831,0.1189,,,,,
JVASP-38774,LiLuPd2,-0.79676,0.0,na,0.0,,,,,
JVASP-46087,Yb2TeO2,-2.32642,0.0,na,0.5646,,,,,
JVASP-37177,MoN,-0.3033,0.0,na,0.2682,,,,,
JVASP-29613,CuI,-0.14538,1.648,3.057,0.0072,,,,,
JVASP-37887,Dy2InHg,-0.42738,0.0,na,0.0122,,,,,
JVASP-5413,TbBr,-1.2532,0.0,na,0.0107,,,,,
JVASP-33847,SmI3,-1.35631,1.614,2.873,0.0,,,,,
JVASP-46971,Mn6O7F5,-2.03356,0.0,na,0.0,,,,,
JVASP-46739,LiFe2P2O8,-2.00485,0.083,0.0,0.0,,,,,
JVASP-41410,Th2BiTe,-0.86943,0.0,na,0.0,,,,,
JVASP-45762,LiVCO4,-2.00183,0.0,0.0,0.1058,,,,,
JVASP-37142,NbC,-0.16948,0.0,na,0.3726,,,,,
JVASP-46797,Mn2Si2O7,-2.28405,0.134,na,0.1019,,,,,
JVASP-46671,Li3TiV3O8,-2.54461,0.0,na,0.1125,,,,,
JVASP-45993,Rb3SbO3,-1.67158,3.329,na,0.0,,,,,
JVASP-37055,Ti2AlFe,-0.24724,0.0,0.221,0.1947,,,,,
JVASP-30314,Si3Sb2O9,-2.38954,4.23,5.723,0.0,,,,,
JVASP-46869,Li2VF4,-2.85438,0.791,na,0.1336,,,,,
JVASP-46972,NaMn3O4,-1.58358,0.0,na,0.0894,,,,,
JVASP-29665,AgN3,0.5985,1.899,3.003,0.6101,,,,,
JVASP-30494,SnBrCl,-0.84028,1.354,1.957,0.1132,,,,,
JVASP-37058,Ti2AlCu,-0.04618,0.0,na,0.2475,,,,,
JVASP-37753,HfAlIr2,-0.95018,0.0,0.0,0.032,,,,,
JVASP-45183,LiNi2O4,-1.21045,0.0,na,0.0741,,,,,
JVASP-30495,B2C3N6,-0.14424,2.088,5.566,0.3673,,,,,
JVASP-29614,CdI2,-0.58098,2.201,na,0.0005,,,,,
JVASP-47273,Li4MnF8,-2.85544,2.346,na,0.0886,,,,,
JVASP-5416,Ge2S3I2,-0.30249,2.023,3.261,0.0176,,,,,
JVASP-37889,PmY,0.02117,0.0,na,0.0225,,,,,
JVASP-40436,Er2NiOs,-0.46652,0.0,0.0,0.0191,,,,,
JVASP-46090,Dy2SeO2,-3.32416,2.192,3.675,0.0,,,,,
JVASP-46875,Li3V4O5F7,-2.79613,0.032,na,0.1022,,,,,
JVASP-37179,MnSiNi2,-0.27104,0.0,0.0,0.0851,,,,,
JVASP-32826,CNCl,0.06167,3.496,na,0.0679,,,,,
JVASP-46672,Mn4OF6,-2.16947,1.429,na,0.0,,,,,
JVASP-46798,Cr5Si4O14,-2.24619,0.0,0.0,0.183,,,,,
JVASP-45763,Na2TmPCO7,-2.48956,4.708,7.636,0.0523,,,,,
JVASP-46982,Mn6OF11,-2.34957,0.0,0.0,0.0,,,,,
JVASP-37143,NbC,-0.38776,0.0,0.0,0.1543,,,,,
JVASP-37465,Tm3Si,-0.25398,0.0,na,0.2166,,,,,
JVASP-46885,Li3VF6,-3.01163,0.0,na,0.1087,,,,,
JVASP-47274,Li5MnF8,-2.93134,0.795,na,0.0801,,,,,
JVASP-38775,TbCdAu2,-0.7232,0.0,0.0,0.0,,,,,
JVASP-45184,Li2Cr3O6,-2.07082,0.091,na,0.1377,,,,,
JVASP-30315,MnP4,-0.3149,0.0,na,0.0512,,,,,
JVASP-30496,B2C3N6,-0.15697,2.011,na,0.3546,,,,,
JVASP-45767,LiMnF5,-2.59353,0.08,0.0,0.0576,,,,,
JVASP-46094,Sr5Ta4O15,-3.29001,3.006,na,0.0,,,,,
JVASP-4438,CrSiTe3,-0.14145,0.553,na,0.0,,,,,
JVASP-30731,CrW2O8,-2.00583,0.0,0.0,0.3008,,,,,
JVASP-46983,Li3Co2O2F3,-2.13195,0.0,na,0.171,,,,,
JVASP-37279,SmBi3,-0.40038,0.0,na,0.087,,,,,
JVASP-47275,CrOF,-2.29415,0.884,na,0.0992,,,,,
JVASP-46799,Mn5Si4O14,-2.22508,0.0,0.0,0.0571,,,,,
JVASP-41411,TmMgAu2,-0.84492,0.0,0.0,0.0,,,,,
JVASP-46673,Mn2OF3,-2.21887,0.112,na,0.0,,,,,
JVASP-46888,Li4Cr3FeO8,-2.10483,0.0,0.0,0.0177,,,,,
JVASP-45185,TiV4CoO12,-2.37479,0.0,0.0,0.0835,,,,,
JVASP-37180,MnP,-0.43098,0.0,0.0,0.1334,,,,,
JVASP-30497,B2C3N6,-0.16275,2.41,3.834,0.3488,,,,,
JVASP-45768,LiVF5,-2.93438,0.204,na,0.0997,,,,,
JVASP-4409,FePSe3,-0.08541,0.0,0.0,0.2253,,,,,
JVASP-36902,MnInF3,-2.17181,1.39,na,0.025,,,,,
JVASP-46099,MgSnO3,-2.21611,2.237,3.596,0.0752,,,,,
JVASP-46991,Mn3OF5,-2.29632,0.0,na,0.0,,,,,
JVASP-37096,BMo,-0.44301,0.0,0.0,0.0094,,,,,
JVASP-37181,MnN,-0.3344,0.0,na,0.1055,,,,,
JVASP-37754,Na3Pt,-0.13672,0.0,0.361,0.0262,,,,,
JVASP-37059,Ti2MnSn,-0.07281,0.0,0.21,0.2434,,,,,
JVASP-37466,YErHg2,-0.40707,0.0,na,0.0073,,,,,
JVASP-46674,Li4MnO3F,-2.18099,0.583,na,0.0,,,,,
JVASP-45924,VOF,-2.63575,0.0,0.058,0.0857,,,,,
JVASP-46889,Li4Ni3O2F6,-2.1221,0.373,3.983,0.1379,,,,,
JVASP-46801,LiMn5Cu2O12,-1.51603,0.044,na,0.1633,,,,,
JVASP-36700,BaWN3,-0.84949,1.098,1.672,0.0214,,,,,
JVASP-29615,Bi2Pd,-0.18748,0.0,0.0,0.0321,,,,,
JVASP-46102,DyBi3O6,-1.92935,2.082,na,0.0467,,,,,
JVASP-41412,LuMgHg2,-0.32,0.0,na,0.0,,,,,
JVASP-45772,LiVCrP4O14,-2.29479,0.125,na,0.0,,,,,
JVASP-30316,NiP4,-0.17759,0.0,na,0.0554,,,,,
JVASP-45225,Li5Fe2Ni5O12,-1.44859,0.054,na,0.0515,,,,,
JVASP-37182,MnO,-1.17884,0.0,na,0.294,,,,,
JVASP-46890,V3O4F2,-2.63156,0.0,0.0,0.0779,,,,,
JVASP-45926,CrOF,-2.34788,0.253,na,0.0454,,,,,
JVASP-36701,BaReN3,-0.61529,1.826,2.324,0.0,,,,,
JVASP-36983,TlInCl3,-1.06049,2.138,2.638,0.0,,,,,
JVASP-46103,ZnSeO4,-0.92315,2.343,4.092,0.052,,,,,
JVASP-46689,Li2Mn7F16,-2.47958,1.928,na,0.0438,,,,,
JVASP-37145,NbCr3,0.08996,0.0,0.0,0.115,,,,,
JVASP-46803,LiVF3,-2.71955,0.957,na,0.1875,,,,,
JVASP-152,SiP2,-0.13219,1.194,1.618,0.0,,,,,
JVASP-37060,TcN,0.18812,0.0,na,0.3527,,,,,
JVASP-37097,Sc2MnSi,-0.19623,0.0,0.0,0.3661,,,,,
JVASP-45776,LiVF4,-2.98227,0.224,na,0.0913,,,,,
JVASP-38816,TbGaRh2,-0.8018,0.0,0.0,0.0,,,,,
JVASP-32793,NbAsPCl13,-0.88074,2.268,2.898,0.0,,,,,
JVASP-37467,Yb3Rb,0.19623,0.0,na,0.2038,,,,,
JVASP-46893,LiTiCoO4,-2.20406,0.0,na,0.1641,,,,,
JVASP-45927,Li4MnCr3P4O16,-2.17771,0.0,na,0.0933,,,,,
JVASP-46107,Ba4ZrO6,-3.06799,3.16,na,0.0725,,,,,
JVASP-41413,TmMgCd2,-0.30886,0.0,na,0.0,,,,,
JVASP-46690,VOF,-2.58648,0.0,na,0.1349,,,,,
JVASP-45226,Na3VPCO7,-2.05302,0.994,na,0.0,,,,,
JVASP-30498,HfTeSe4,-0.67124,0.776,1.122,0.0339,,,,,
JVASP-46804,Mn5O5F,-1.53859,0.0,na,0.0,,,,,
JVASP-46190,Co2HgO4,-0.89326,0.461,na,0.0212,,,,,
JVASP-46357,TaFeO4,-2.32452,0.335,na,0.0548,,,,,
JVASP-37183,MnSe,0.19854,0.0,0.0,0.5451,,,,,
JVASP-40437,TcIr3,-0.16,0.0,na,0.0,,,,,
JVASP-46644,Li14Mn2O9,-1.9204,2.187,na,0.1095,,,,,
JVASP-4304,Rb2Te,-1.08338,1.61,2.591,0.0216,,,,,
JVASP-46894,Li3Co3OF7,-2.21011,0.444,na,0.0699,,,,,
JVASP-37146,NbFe3,0.02582,0.0,na,0.1572,,,,,
JVASP-30499,C,0.0374,0.001,0.0,0.0,,,,,
JVASP-36985,MgTlF3,-3.02441,4.802,5.518,0.0082,,,,,
JVASP-45929,LiVCoO4,-2.06817,0.0,0.0,0.0081,,,,,
JVASP-46993,Na2NiO2,-1.36225,0.679,na,0.0068,,,,,
JVASP-45777,LiVSiO4,-2.56254,0.0,na,0.1126,,,,,
JVASP-44801,Mn2O3,-1.74308,0.0,na,0.0244,,,,,
JVASP-37184,MnFe3,0.06498,0.0,na,0.0816,,,,,
JVASP-41414,LiScPt2,-1.04347,0.0,na,0.0,,,,,
JVASP-13756,TbB4,0.50346,0.0,na,0.9779,,,,,
JVASP-46191,Li2FeBO4,-2.05362,0.152,na,0.1272,,,,,
JVASP-36986,TlGeCl3,-0.95512,3.173,4.755,0.0,,,,,
JVASP-5428,GeBi2Te4,-0.19462,0.61,na,0.0075,,,,,
JVASP-46808,LiCoSi2O6,-2.35127,0.903,na,0.0683,,,,,
JVASP-46362,MgCoO3,-1.79599,0.0,na,0.0591,,,,,
JVASP-38817,NpCdAu2,-0.29675,0.0,0.0,0.0,,,,,
JVASP-44828,Li5CrO5,-2.11695,0.139,2.068,0.0787,,,,,
JVASP-46741,Li2MnVO4,-2.20255,0.0,na,0.0814,,,,,
JVASP-37069,TbH3,-0.59263,0.0,0.362,0.0733,,,,,
JVASP-46896,LiVOF3,-2.89326,0.298,na,0.077,,,,,
JVASP-40673,Li2VO2F,-2.5423,0.0,0.002,0.1916,,,,,
JVASP-46109,Y2Ge2O7,-2.82618,3.198,na,0.0,,,,,
JVASP-45931,Li3TiCo3O8,-1.91097,0.635,na,0.0992,,,,,
JVASP-45228,Na3FePCO7,-1.92951,0.028,na,0.0299,,,,,
JVASP-46997,VOF,-2.67047,0.0,na,0.051,,,,,
JVASP-45779,Li2VOF3,-2.84888,0.082,0.0,0.1486,,,,,
JVASP-36987,TlGeCl3,-0.92959,1.688,na,0.0255,,,,,
JVASP-36905,RbSeBr3,-0.81491,1.605,2.546,0.0,,,,,
JVASP-45994,BaY2F8,-4.31741,7.307,8.467,0.0,,,,,
JVASP-37468,Yb3Rb,0.19585,0.0,0.0,0.2034,,,,,
JVASP-41415,Be2NiIr,-0.57974,0.0,na,0.0,,,,,
JVASP-46194,LiMn4O8,-1.85681,0.0,0.0,0.0764,,,,,
JVASP-44859,Li4CrO5,-2.14703,1.152,na,0.0138,,,,,
JVASP-40438,ThCdHg2,-0.14852,0.0,na,0.0,,,,,
JVASP-5431,SNCl,0.28152,2.08,3.449,0.3979,,,,,
JVASP-30455,Co2SbO6,-1.16,0.0,0.0,0.0516,,,,,
JVASP-46809,LiMnSi2O6,-2.53946,0.0,0.0,0.0305,,,,,
JVASP-47004,Li5Cr2Fe3O10,-1.91406,0.0,na,0.0526,,,,,
JVASP-30500,ScClO,-2.32055,2.669,3.64,0.7768,,,,,
JVASP-37111,RbYS2,-2.0664,2.387,3.291,0.0,,,,,
JVASP-45932,LiVCoO4,-2.03193,0.0,na,0.0443,,,,,
JVASP-46111,Y2Ge2O7,-2.77396,4.055,6.375,0.0522,,,,,
JVASP-37185,MnCo3,0.03426,0.0,0.0,0.0576,,,,,
JVASP-45782,Mn3O2F6,-2.27735,0.0,na,0.0,,,,,
JVASP-30501,C,0.06925,0.0,na,0.0,,,,,
JVASP-104,TiO2,-3.24411,2.023,2.474,0.0191,,,,,
JVASP-44900,LiMn2O4,-1.87009,0.0,na,0.1728,,,,,
JVASP-30732,BaYCuSnO5,-2.3264,0.0,na,0.1627,,,,,
JVASP-5437,CBrN,0.50716,4.896,6.248,0.5134,,,,,
JVASP-45229,Li3VPCO7,-2.12198,1.509,na,0.0,,,,,
JVASP-47010,MnNiO2,-1.04342,0.0,na,0.3219,,,,,
JVASP-46114,LiMnC2O6,-1.64922,0.0,0.0,0.0125,,,,,
JVASP-36988,TlZnF3,-2.24883,4.383,5.312,0.0,,,,,
JVASP-46810,LiNiPO4,-1.93158,0.611,na,0.0511,,,,,
JVASP-37469,Yb3Ru,-0.02089,0.0,na,0.0579,,,,,
JVASP-37147,NbCr3,0.34272,0.0,na,0.3678,,,,,
JVASP-5653,AlTeI7,-0.35669,1.774,na,0.0,,,,,
JVASP-41416,TmMgRh2,-0.81233,0.0,na,0.0,,,,,
JVASP-38818,Yb2ZnRh,-0.60039,0.0,0.0,0.0,,,,,
JVASP-45784,Li3VF6,-3.06357,0.093,0.0,0.0568,,,,,
JVASP-45933,Li4V3CrO8,-2.36968,0.0,na,0.0734,,,,,
JVASP-47011,Li4MnOF4,-2.69745,1.312,na,0.0,,,,,
JVASP-28889,Te2W2SeS,-0.28614,0.101,na,0.2479,,,,,
JVASP-44908,LiCrC2O6,-1.7727,1.894,na,0.0,,,,,
JVASP-37112,ReN,0.30376,0.0,na,0.3679,,,,,
JVASP-37186,YAg2,-0.3785,0.0,na,0.0,,,,,
JVASP-30734,MgSb2O4,-1.73844,2.726,na,0.1993,,,,,
JVASP-30317,NiP2S6,-0.18,0.329,0.546,0.0629,,,,,
JVASP-36920,NiBiO3,-1.10006,0.0,na,0.0505,,,,,
JVASP-47283,TaCrO4,-2.67438,1.007,na,0.0,,,,,
JVASP-36989,TlGeBr3,-0.75411,2.382,na,0.0,,,,,
JVASP-40439,Al3Tc,-0.29844,0.0,0.0,0.0812,,,,,
JVASP-32247,AsI3F6,-1.46971,1.169,2.7,0.0055,,,,,
JVASP-35203,Li4P2O7,-2.01034,2.906,na,0.4898,,,,,
JVASP-46119,Na2VPCO7,-2.11869,0.051,0.0,0.0,,,,,
JVASP-33884,HC,0.03886,0.0,na,0.1719,,,,,
JVASP-37113,RbSnS2,-0.81879,0.0,1.527,0.0,,,,,
JVASP-41417,LiScTl2,-0.28046,0.0,na,0.0,,,,,
JVASP-45934,Li2VCrO4,-2.31889,0.0,na,0.0617,,,,,
JVASP-36702,CaTcN3,-0.56823,0.587,0.49,0.0,,,,,
JVASP-30735,ZnSb2O4,-1.40451,2.252,3.574,0.084,,,,,
JVASP-47015,Li2V2F7,-2.90761,0.0,0.0,0.1058,,,,,
JVASP-45785,VPO4,-2.33833,0.052,na,0.0094,,,,,
JVASP-47291,Cr3O2F2,-1.73998,0.207,na,0.3114,,,,,
JVASP-46141,Li2Mn3F8,-2.54349,2.157,na,0.0993,,,,,
JVASP-32248,Al2PdCl8,-1.25883,1.333,na,0.0372,,,,,
JVASP-29666,TiCl3,-1.65199,0.178,0.648,0.0153,,,,,
JVASP-30426,Fe3S4,-0.44112,0.0,na,0.1633,,,,,
JVASP-46898,Li2VOF5,-2.88481,2.882,3.115,0.0876,,,,,
JVASP-45788,LiVP2O8,-2.28735,0.964,na,0.0,,,,,
JVASP-37070,TbPd,-0.95796,0.0,0.0,0.0,,,,,
JVASP-45935,Li2VCrO4,-2.3189,0.005,na,0.0616,,,,,
JVASP-35204,NaCaP3O9,-2.52693,5.78,na,0.0,,,,,
JVASP-47021,Li2V2SiGeO10,-2.36383,1.548,1.695,0.0672,,,,,
JVASP-4307,YbGa,-0.59283,0.0,0.0,0.0145,,,,,
JVASP-37280,SmB2Ru2,-0.5311,0.0,na,0.0,,,,,
JVASP-41418,TlPd2Au,-0.14932,0.0,na,0.0016,,,,,
JVASP-46142,Li2Mn3NiO8,-1.87651,0.0,na,0.0,,,,,
JVASP-45233,Li2CrFeO4,-1.95201,0.0,0.0,0.0593,,,,,
JVASP-278,Te2Pt,-0.37098,0.0,0.0,0.013,,,,,
JVASP-47298,Li4Mn5O9F,-1.98807,0.525,na,0.0,,,,,
JVASP-37148,NbCr3,0.50671,0.0,0.0,0.5318,,,,,
JVASP-31813,VPCl9,-0.84909,0.019,na,0.0,,,,,
JVASP-45936,VOF,-2.64574,0.0,na,0.0757,,,,,
JVASP-30434,VF4,-2.88586,0.048,na,0.0218,,,,,
JVASP-46901,Li2VOF3,-2.85697,0.002,0.0,0.1405,,,,,
JVASP-38819,Yb2ZnPb,-0.5824,0.0,0.014,0.0,,,,,
JVASP-46150,LiCoC2O6,-1.50141,1.264,na,0.0131,,,,,
JVASP-37187,Mn3Fe,0.06409,0.0,0.0,0.08,,,,,
JVASP-45789,LiVF4,-3.04704,0.128,na,0.0265,,,,,
JVASP-47301,LiVF6,-2.91064,2.81,na,0.0356,,,,,
JVASP-14086,Zr2InC,-0.75834,0.0,na,0.0,,,,,
JVASP-46195,LiCrBO3,-2.13757,0.156,na,0.1629,,,,,
JVASP-40441,Dy2MgTl,-0.22778,0.0,0.0,0.0049,,,,,
JVASP-46693,Mn5O3F5,-1.95714,0.0,0.0,0.0,,,,,
JVASP-37114,RbSmTe2,-1.47672,1.291,1.949,0.0,,,,,
JVASP-45937,V2P2O7,-2.14486,1.123,na,0.1349,,,,,
JVASP-33530,SiH10O4F6,-1.67825,6.624,na,0.0,,,,,
JVASP-30457,VOF,-2.34396,0.0,0.148,0.3775,,,,,
JVASP-5443,BaBrCl,-2.48017,4.761,6.044,0.0775,,,,,
JVASP-33964,TeMoS,-0.53157,0.0,na,0.0696,,,,,
JVASP-37149,Nb3Fe,0.00834,0.0,na,0.0736,,,,,
JVASP-36924,RbTlBr3,-1.08026,0.0,na,0.0358,,,,,
JVASP-28616,Mo3WSe4S4,-0.76727,0.667,na,0.0732,,,,,
JVASP-45790,Li2VF6,-3.05441,0.0,0.0,0.0499,,,,,
